epoch,phase,steps,nr_games,average_reward,min_game_reward,max_game_reward,last_exploration_rate,total_train_steps,replay_memory_count,meanq,meancost,weight_updates,total_time,epoch_time,steps_per_second
0,random,1050000,440,-67.41818291033532,-76.40000115334988,-54.20000106096268,1,47000000,0,0,0,0,145.207468,145.192739,7231.766596813082
189,train,250000,105,39.70190415730078,4.6999997571110725,53.49999951571226,0.1,47250000,250000,4.49152,0.0064358295000793595,62492,1083.535231,938.327502,266.4314958979003
189,test,125000,52,36.20961473753247,23.4999992325902,49.199999406933784,0.05,47250000,250000,4.49152,0,62492,1324.8672860000001,241.31861200000003,517.9873983362709
190,train,250000,105,46.42476136670226,28.999999716877937,62.299999572336674,0.1,47500000,500000,4.56921,0.0032986765981399169,124992,2256.68421,931.8146449999997,268.29370126501937
190,test,125000,52,63.30769197556835,52.0999995842576,72.89999974519014,0.05,47500000,500000,4.56921,0,124992,2496.909979,240.2127059999998,520.3721405144993
191,train,250000,105,49.933332836344114,29.09999979287386,62.79999962449074,0.1,47750000,750000,4.41813,0.0023333990597611725,187492,3425.8226520000003,928.9103700000001,269.1325321300913
191,test,125000,52,64.72692283959343,54.399999767541885,79.39999979734421,0.05,47750000,750000,4.41813,0,187492,3665.994005,240.15831100000014,520.4900029464311
192,train,250000,105,47.16095190225612,26.09999979287386,66.49999962002039,0.1,48000000,1000000,4.39434,0.0018513440869905346,249992,4596.176025,930.1797240000001,268.7652649801255
192,test,125000,52,50.87307672259899,37.499999798834324,66.69999980181456,0.05,48000000,1000000,4.39434,0,249992,4835.764593,239.57507799999985,521.7571086421605
193,train,250000,105,47.423809015538005,24.499999783933163,59.199999660253525,0.1,48250000,1050000,4.38022,0.0013686469971149532,312492,5766.799591,931.0326500000001,268.51904710323527
193,test,125000,52,66.74423045507416,57.199999645352364,75.9999997317791,0.05,48250000,1050000,4.38022,0,312492,6004.645020999999,237.83253100000002,525.5799089990763
194,train,250000,105,53.576190039444526,23.399999722838402,67.39999973773956,0.1,48500000,1050000,4.45229,0.0012191038252948238,374992,6931.012855,926.3655750000007,269.87185917395493
194,test,125000,52,61.19807673718494,50.09999983757734,75.29999985545874,0.05,48500000,1050000,4.45229,0,374992,7167.978636,236.95251400000052,527.5318581342409
195,train,250000,105,42.02380895366269,23.399999156594276,60.199999675154686,0.1,48750000,1050000,4.34301,0.00095482005930950305,437492,8088.635996,920.6550270000007,271.5457936667518
195,test,125000,52,44.08076866974051,33.69999947398901,55.999999552965164,0.05,48750000,1050000,4.34301,0,437492,8326.877269,238.22748200000024,524.7085640606313
196,train,250000,105,39.26380890118225,19.399999722838402,60.79999962449074,0.1,49000000,1050000,4.33277,0.00085728297196019767,499992,9250.536715,923.6572189999988,270.663179865214
196,test,125000,52,22.74422984957122,16.599999025464058,30.099999122321606,0.05,49000000,1050000,4.33277,0,499992,9489.907686,239.358064,522.2301597492867
197,train,250000,105,35.61047554448956,10.299999557435513,51.59999944269657,0.1,49250000,1050000,4.30074,0.00075087135525005709,562492,10412.800793,922.8908819999997,270.88792930560135
197,test,125000,52,58.690384188666954,45.99999947845936,68.1999996304512,0.05,49250000,1050000,4.30074,0,562492,10651.671785,238.85800999999992,523.3234589872035
198,train,250000,105,36.83714224064633,18.699999265372753,52.99999959766865,0.1,49500000,1050000,4.35192,0.00071240423914536966,624992,11572.886622,921.2126159999989,271.3814331869727
198,test,125000,52,72.40961522537356,55.79999981820583,81.79999984800816,0.05,49500000,1050000,4.35192,0,624992,11809.572379000001,236.67211099999986,528.156864244981
199,train,250000,105,43.085713730397686,1.899999089539051,60.89999961107969,0.1,49750000,1050000,4.47886,0.00060126073682324104,687492,12731.49244,921.9176040000002,271.17390850907316
199,test,125000,52,24.47115308891695,-5.300000883638859,44.19999934732914,0.05,49750000,1050000,4.47886,0,687492,12970.020075,238.51418700000067,524.0778402837717
200,train,250000,105,49.53618999513841,22.999999716877937,63.19999969005585,0.1,50000000,1050000,4.31458,0.0005608778158128888,749992,13891.696915,921.6745790000004,271.2454110118186
200,test,125000,52,35.47499934999416,26.899999357759953,46.59999941289425,0.05,50000000,1050000,4.31458,0,749992,14129.993823,238.2840240000005,524.5840568816302
201,train,250000,105,53.23809479020893,24.399999722838402,68.59999969601631,0.1,50250000,1050000,4.51333,0.0005353390182118202,812492,15046.904480000001,916.9082300000009,272.6554215791037
201,test,125000,52,53.348076515616114,39.19999948143959,64.49999959021807,0.05,50250000,1050000,4.51333,0,812492,15283.220555,236.3029549999992,528.981958774068
202,train,250000,105,57.01333294709526,29.799999803304672,70.79999977350235,0.1,50500000,1050000,4.49689,0.00050749245525846614,874992,16200.314029000001,917.091217000001,272.6010187054269
202,test,125000,52,72.76730749684457,58.59999978542328,80.49999984353781,0.05,50500000,1050000,4.49689,0,874992,16434.171216,233.84416399999827,534.5440222318352
203,train,250000,105,52.87428528865178,21.699999786913395,69.69999968260527,0.1,50750000,1050000,4.50444,0.00049728993137443216,937492,17351.04391,916.8702220000014,272.66672425533267
203,test,125000,52,20.105768452040284,11.59999917447567,27.299999184906483,0.05,50750000,1050000,4.50444,0,937492,17590.613142000002,239.55619900000238,521.7982273963145
204,train,250000,105,46.19999952216942,12.699999652802944,64.49999967962503,0.1,51000000,1050000,4.34953,0.00045756288968845589,999992,18511.162133,920.5467510000017,271.57773326386933
204,test,125000,52,56.96923050083793,43.79999974370003,70.29999970644712,0.05,51000000,1050000,4.34953,0,999992,18748.774895000002,237.59933600000295,526.0957463281734
